ItemNo,GroupNo,ShelfNo
P0917,27,70
P1414,27,71
P0984,27,72
P0062,27,73
P1801,27,74
P0141,27,75
P1116,27,76
P1605,27,77
P0299,27,78
P0028,27,79
P0021,27,80
P0516,27,81
P0453,27,82
P0502,27,83
P0963,27,84
P0962,27,85
P1791,27,86
P0058,27,87
P0466,27,88
P0854,27,89
P0526,27,90
P0940,27,91
P1940,27,92
P1052,27,93
P1786,27,94
P0674,27,95
P0840,27,96
P0939,27,97
P1376,27,98
P0298,27,99
P1119,27,100
P0428,27,101
P0701,27,102
P1051,27,103
P0660,27,104
P0863,27,105
P0835,27,106
P0877,27,107
P1455,27,108
P0191,27,109
P0347,27,110
P0531,27,111
P0673,27,112
P1200,27,113
P0957,27,114
P1790,27,115
P0987,27,116
P1019,27,117
P0823,27,118
P0916,27,119
P1839,27,120
P0740,27,121
P1607,27,122
P0111,27,123
P0501,27,124
P0661,27,125
P0722,27,126
P1520,27,127
P0360,27,128
P1405,27,129
P1381,27,130
P0557,27,131
P0463,27,132
P0923,27,133
P0461,27,134
P0227,27,135
P0952,27,136
P1673,27,137
P1283,27,138
P0546,27,139
P0474,27,140
P0102,27,141
P0061,27,142
P0140,27,143
P0063,27,144
P0920,27,145
P1686,27,146
P0662,27,147
P0706,27,148
P0151,27,149
P0803,27,150
P1181,27,151
P0774,27,152
P0958,27,153
P0296,27,154
P1288,27,155
P1182,27,156
P0637,27,157
P1859,27,158
P1490,27,159
P1356,27,160
P1175,27,161
P0871,27,162
P1035,27,163
P1316,27,164
P1359,27,165
P0166,27,166
P1623,27,167
P0282,27,168
P1406,27,169
P0064,27,170
P1352,27,171
P1043,27,172
P0755,27,173
P1395,27,174
P0906,27,175
P1478,27,176
P1597,27,177
P1493,27,178
P1760,27,179
P1580,27,180
P1380,27,181
P1461,27,182
P1282,27,183
P0635,27,184
P0057,27,185
P0680,27,186
P1674,27,187
P0737,27,188
P1078,27,189
P1664,27,190
P0743,27,191
P1619,27,192
P1777,27,193
P1823,27,194
P0409,27,195
P0907,27,196
P0346,27,197
P0239,27,198
P0469,27,199
P1940,28,1
P1513,28,2
P1004,28,3
P1011,28,4
P0713,28,5
P1272,28,6
P1603,28,7
P0849,28,8
P0451,28,9
P0097,28,10
P1524,28,11
P0427,28,12
P1525,28,13
P1674,28,14
P1523,28,15
P1216,28,16
P1147,28,17
P0437,28,18
P1542,28,19
P0810,28,20
P1543,28,21
P1005,28,22
P1448,28,23
P0739,28,24
P0564,28,25
P1425,28,26
P0163,28,27
P1682,28,28
P1175,28,29
P1839,28,30
P1337,28,31
P1431,28,32
P1169,28,33
P0719,28,34
P0004,28,35
P0115,28,36
P0019,28,37
P0428,28,38
P1558,28,39
P1841,28,40
P1901,28,41
P0989,28,42
P1429,28,43
P0555,28,44
P1885,28,45
P0436,28,46
P1170,28,47
P0513,28,48
P0566,28,49
P1766,28,50
P1250,28,51
P1331,28,52
P1403,28,53
P0212,28,54
P0885,28,55
P1171,28,56
P1123,28,57
P1328,28,58
P1608,28,59
P1553,28,60
P0583,28,61
P1660,28,62
P1794,28,63
P0062,28,64
P0065,28,65
P0808,28,66
P0456,28,67
P1353,28,68
P0014,28,69
P0611,28,70
P1428,28,71
P0570,28,72
P1152,28,73
P1213,28,74
P1288,28,75
P0060,28,76
P0958,28,77
P1840,28,78
P1552,28,79
P0450,28,80
P0430,28,81
P0126,28,82
P0039,28,83
P1277,28,84
P0854,28,85
P1219,28,86
P1249,28,87
P0565,28,88
P1314,28,89
P1248,28,90
P1867,28,91
P1240,28,92
P1364,28,93
P0610,28,94
P0884,28,95
P1453,28,96
P0945,28,97
P0699,28,98
P1439,28,99
P1343,28,100
P0266,28,101
P0666,28,102
P0886,28,103
P1244,28,104
P1247,28,105
P1918,28,106
P1300,28,107
P0279,28,108
P1214,28,109
P1344,28,110
P1675,28,111
P1661,28,112
P1289,28,113
P0007,28,114
P0697,28,115
P0651,28,116
P1193,28,117
P0357,28,118
P0215,28,119
P0135,28,120
P0343,28,121
P1111,28,122
P1449,28,123
P0948,28,124
P1787,28,125
P0453,28,126
P0110,28,127
P0213,28,128
P0880,28,129
P0950,28,130
P0613,28,131
P1168,28,132
P1050,28,133
P0685,28,134
P0154,28,135
P0946,28,136
P0853,28,137
P1355,28,138
P0125,28,139
P1662,28,140
P0532,28,141
P1326,28,142
P0952,28,143
P1097,28,144
P1809,28,145
P1237,28,146
P1154,28,147
P0061,28,148
P1258,28,149
P0133,28,150
P0063,28,151
P0165,28,152
P1259,28,153
P1215,28,154
P0023,28,155
P1096,28,156
P0544,28,157
P0441,28,158
P1122,28,159
P0623,28,160
P1290,28,161
P1165,28,162
P0380,28,163
P0041,28,164
P0195,28,165
P0991,28,166
P0949,28,167
P0285,28,168
P0258,28,169
P1357,28,170
P1545,28,171
P0259,28,172
P0309,28,173
P0538,28,174
P0616,28,175
P1164,28,176
P0724,28,177
P0246,28,178
P1231,28,179
P1591,28,180
P1546,28,181
P0429,28,182
P1625,28,183
P0652,28,184
P0109,28,185
P0214,28,186
P0549,28,187
P1551,28,188
P0311,28,189
P1607,28,190
P1285,28,191
P1547,28,192
P1544,28,193
P1286,28,194
P0944,28,195
P1763,28,196
P1767,28,197
P1001,28,198
P1172,28,199
P0430,29,1
P1237,29,2
P0549,29,3
P0019,29,4
P1344,29,5
P0538,29,6
P1364,29,7
P1175,29,8
P1213,29,9
P1474,29,10
P0582,29,11
P0625,29,12
P0676,29,13
P0739,29,14
P1300,29,15
P0116,29,16
P1255,29,17
P1154,29,18
P1703,29,19
P1231,29,20
P1478,29,21
P1289,29,22
P1215,29,23
P1290,29,24
P0100,29,25
P1343,29,26
P1326,29,27
P0956,29,28
P1111,29,29
P0949,29,30
P0958,29,31
P1787,29,32
P0850,29,33
P1657,29,34
P1384,29,35
P0259,29,36
P1382,29,37
P1327,29,38
P0885,29,39
P1331,29,40
P1355,29,41
P1090,29,42
P0757,29,43
P1531,29,44
P0952,29,45
P1151,29,46
P1785,29,47
P1654,29,48
P0103,29,49
P0319,29,50
P0950,29,51
P0514,29,52
P0258,29,53
P0515,29,54
P0343,29,55
P1009,29,56
P1147,29,57
P0910,29,58
P0097,29,59
P0532,29,60
P0570,29,61
P0853,29,62
P0339,29,63
P1357,29,64
P0210,29,65
P1206,29,66
P0255,29,67
P0707,29,68
P1618,29,69
P0126,29,70
P1545,29,71
P0555,29,72
P1172,29,73
P1301,29,74
P1779,29,75
P1901,29,76
P1794,29,77
P0309,29,78
P1610,29,79
P0424,29,80
P1314,29,81
P1144,29,82
P0548,29,83
P1141,29,84
P1214,29,85
P1361,29,86
P1328,29,87
P0623,29,88
P0285,29,89
P1356,29,90
P0810,29,91
P1311,29,92
P1281,29,93
P1282,29,94
P1142,29,95
P1594,29,96
P1138,29,97
P1143,29,98
P0856,29,99
P0920,29,100
P1277,29,101
P0822,29,102
P0819,29,103
P1403,29,104
P0639,29,105
P0737,29,106
P0772,29,107
P0143,29,108
P1252,29,109
P1565,29,110
P0228,29,111
P0535,29,112
P0141,29,113
P1270,29,114
P0928,29,115
P0459,29,116
P0879,29,117
P0736,29,118
P1308,29,119
P0824,29,120
P1368,29,121
P1251,29,122
P1280,29,123
P0744,29,124
P1181,29,125
P0740,29,126
P0758,29,127
P0209,29,128
P0558,29,129
P0927,29,130
P0211,29,131
P1145,29,132
P0427,29,133
P0533,29,134
P0847,29,135
P1658,29,136
P0981,29,137
P0703,29,138
P1083,29,139
P1589,29,140
P1417,29,141
P1777,29,142
P1404,29,143
P1816,29,144
P1249,29,145
P1799,29,146
P0925,29,147
P0493,29,148
P1800,29,149
P1778,29,150
P0342,29,151
P0807,29,152
P1791,29,153
P1798,29,154
P1078,29,155
P1603,29,156
P0837,29,157
P0344,29,158
P0743,29,159
P1112,29,160
P1668,29,161
P1094,29,162
P1093,29,163
P1470,29,164
P1608,29,165
P0713,29,166
P1797,29,167
P0798,29,168
P0340,29,169
P0341,29,170
P1122,29,171
P0709,29,172
P0618,29,173
P1257,29,174
P1677,29,175
P1530,29,176
P1234,29,177
P0544,29,178
P1081,29,179
P1446,29,180
P0297,29,181
P1115,29,182
P1363,29,183
P1322,29,184
P0848,29,185
P1465,29,186
P0257,29,187
P0298,29,188
P1407,29,189
P0909,29,190
P1050,29,191
P0854,29,192
P1485,29,193
P1848,29,194
P0911,29,195
P0148,29,196
P0926,29,197
P0531,29,198
P0352,29,199
P0414,30,1
P0352,30,2
P1325,30,3
P0962,30,4
P0259,30,5
P0429,30,6
P0424,30,7
P0641,30,8
P0926,30,9
P1276,30,10
P0009,30,11
P1593,30,12
P1574,30,13
P1856,30,14
P0925,30,15
P1666,30,16
P0257,30,17
P0302,30,18
P1588,30,19
P1079,30,20
P1641,30,21
P1642,30,22
P0305,30,23
P0397,30,24
P1175,30,25
P1671,30,26
P0089,30,27
P0513,30,28
P0007,30,29
P1039,30,30
P1672,30,31
P1044,30,32
P1640,30,33
P0255,30,34
P0927,30,35
P0049,30,36
P1478,30,37
P0116,30,38
P0282,30,39
P0225,30,40
P0360,30,41
P1830,30,42
P0409,30,43
P1048,30,44
P0056,30,45
P0821,30,46
P1760,30,47
P1477,30,48
P0497,30,49
P0879,30,50
P0880,30,51
P1043,30,52
P1180,30,53
P1179,30,54
P0881,30,55
P0774,30,56
P1694,30,57
P1352,30,58
P0031,30,59
P1842,30,60
P1359,30,61
P1425,30,62
P1773,30,63
P0097,30,64
P1049,30,65
P1128,30,66
P0006,30,67
P1046,30,68
P0531,30,69
P0008,30,70
P0026,30,71
P0057,30,72
P1839,30,73
P0981,30,74
P0469,30,75
P0983,30,76
P0166,30,77
P1676,30,78
P1177,30,79
P0435,30,80
P1126,30,81
P1288,30,82
P0755,30,83
P1774,30,84
P0871,30,85
P1764,30,86
P1490,30,87
P1087,30,88
P1608,30,89
P0033,30,90
P1267,30,91
P0362,30,92
P0055,30,93
P0665,30,94
P0501,30,95
P1587,30,96
P0907,30,97
P0905,30,98
P0824,30,99
P0635,30,100
P1805,30,101
P0903,30,102
P1579,30,103
P1355,30,104
P1804,30,105
P0347,30,106
P1125,30,107
P1211,30,108
P0059,30,109
P0906,30,110
P1816,30,111
P1860,30,112
P1216,30,113
P0239,30,114
P0196,30,115
P0018,30,116
P1351,30,117
P1239,30,118
P0701,30,119
P0060,30,120
P1182,30,121
P1282,30,122
P0437,30,123
P1201,30,124
P0922,30,125
P1863,30,126
P1646,30,127
P1398,30,128
P1380,30,129
P0680,30,130
P1040,30,131
P1326,30,132
P1314,30,133
P0616,30,134
P0463,30,135
P1365,30,136
P0209,30,137
P1545,30,138
P1843,30,139
P0199,30,140
P0346,30,141
P1078,30,142
P0876,30,143
P0553,30,144
P0923,30,145
P0920,30,146
P1353,30,147
P0684,30,148
P1381,30,149
P1328,30,150
P0498,30,151
P1603,30,152
P1493,30,153
P1619,30,154
P0140,30,155
P1838,30,156
P1020,30,157
P0374,30,158
P0714,30,159
P1433,30,160
P0064,30,161
P1693,30,162
P1696,30,163
P0141,30,164
P1674,30,165
P0743,30,166
P1394,30,167
P0065,30,168
P1149,30,169
P0401,30,170
P0823,30,171
P0258,30,172
P0440,30,173
P0902,30,174
P1422,30,175
P1807,30,176
P1484,30,177
P1233,30,178
P0737,30,179
P1549,30,180
P1481,30,181
P1539,30,182
P1893,30,183
P1395,30,184
P1316,30,185
P0707,30,186
P0570,30,187
P1285,30,188
P0061,30,189
P1054,30,190
P1406,30,191
P0062,30,192
P0642,30,193
P0980,30,194
P1337,30,195
P0210,30,196
P0822,30,197
P1327,30,198
P0211,30,199
P0851,31,1
P0107,31,2
P0809,31,3
P1791,31,4
P1846,31,5
P1372,31,6
P1405,31,7
P1579,31,8
P1308,31,9
P1564,31,10
P1050,31,11
P1522,31,12
P0230,31,13
P1599,31,14
P1049,31,15
P0437,31,16
P0666,31,17
P0199,31,18
P1580,31,19
P1211,31,20
P1545,31,21
P1646,31,22
P1656,31,23
P0815,31,24
P0282,31,25
P0059,31,26
P0469,31,27
P1548,31,28
P0033,31,29
P1204,31,30
P0037,31,31
P0126,31,32
P0907,31,33
P0970,31,34
P1057,31,35
P0774,31,36
P1603,31,37
P0056,31,38
P0918,31,39
P1125,31,40
P0870,31,41
P1760,31,42
P0435,31,43
P0501,31,44
P1838,31,45
P1046,31,46
P0684,31,47
P1020,31,48
P0362,31,49
P0876,31,50
P0637,31,51
P1696,31,52
P1353,31,53
P1067,31,54
P0903,31,55
P0526,31,56
P0810,31,57
P0360,31,58
P0109,31,59
P0683,31,60
P0339,31,61
P1068,31,62
P1581,31,63
P0502,31,64
P0808,31,65
P1394,31,66
P0401,31,67
P1035,31,68
P0006,31,69
P1285,31,70
P0055,31,71
P1314,31,72
P1490,31,73
P0824,31,74
P1144,31,75
P0920,31,76
P1286,31,77
P0225,31,78
P0707,31,79
P0125,31,80
P1101,31,81
P0571,31,82
P0701,31,83
P0746,31,84
P0703,31,85
P1406,31,86
P0397,31,87
P0905,31,88
P0031,31,89
P1381,31,90
P1087,31,91
P1859,31,92
P1374,31,93
P1329,31,94
P0923,31,95
P0018,31,96
P0879,31,97
P1040,31,98
P1566,31,99
P1676,31,100
P0737,31,101
P1398,31,102
P1549,31,103
P1863,31,104
P1355,31,105
P1351,31,106
P1358,31,107
P0906,31,108
P1805,31,109
P1843,31,110
P0064,31,111
P0880,31,112
P1365,31,113
P0297,31,114
P1316,31,115
P1128,31,116
P0065,31,117
P0440,31,118
P0062,31,119
P0672,31,120
P0060,31,121
P0902,31,122
P1694,31,123
P1216,31,124
P0498,31,125
P1395,31,126
P0783,31,127
P0155,31,128
P0166,31,129
P1043,31,130
P0186,31,131
P1356,31,132
P0063,31,133
P1225,31,134
P0497,31,135
P0719,31,136
P0436,31,137
P1352,31,138
P0685,31,139
P0671,31,140
P1783,31,141
P1361,31,142
P1253,31,143
P0061,31,144
P0800,31,145
P1839,31,146
P0948,31,147
P1254,31,148
P0911,31,149
P1288,31,150
P1734,31,151
P1255,31,152
P1364,31,153
P0193,31,154
P0181,31,155
P1282,31,156
P0449,31,157
P1280,31,158
P1277,31,159
P1820,31,160
P0303,31,161
P1784,31,162
P1827,31,163
P0541,31,164
P0428,31,165
P1206,31,166
P1257,31,167
P1606,31,168
P1940,31,169
P1076,31,170
P0698,31,171
P0854,31,172
P1247,31,173
P1220,31,174
P0280,31,175
P1256,31,176
P0853,31,177
P0570,31,178
P1250,31,179
P1782,31,180
P1245,31,181
P0441,31,182
P0699,31,183
P0942,31,184
P1252,31,185
P1244,31,186
P0949,31,187
P0697,31,188
P0904,31,189
P1608,31,190
P1120,31,191
P1075,31,192
P0667,31,193
P0124,31,194
P1607,31,195
P1073,31,196
P0670,31,197
P0761,32,1
P0226,32,2
P0216,32,3
P0251,32,4
P1755,32,5
P1831,32,6
P0650,32,7
P1550,32,8
P0252,32,9
P1722,32,10
P1555,32,11
P1662,32,12
P1645,32,13
P1606,32,14
P1608,32,15
P0249,32,16
P1564,32,17
P1545,32,18
P1760,32,19
P1854,32,20
P1851,32,21
P1622,32,22
P0033,32,23
P0091,32,24
P0031,32,25
P1723,32,26
P0436,32,27
P1105,32,28
P0213,32,29
P0502,32,30
P1580,32,31
P1603,32,32
P1285,32,33
P0225,32,34
P0437,32,35
P1621,32,36
P0209,32,37
P1490,32,38
P0347,32,39
P0401,32,40
P1125,32,41
P0469,32,42
P0463,32,43
P1078,32,44
P1461,32,45
P1805,32,46
P0870,32,47
P1562,32,48
P1676,32,49
P1567,32,50
P0540,32,51
P0008,32,52
P0823,32,53
P1777,32,54
P1128,32,55
P0791,32,56
P1597,32,57
P1493,32,58
P0755,32,59
P1838,32,60
P1566,32,61
P1035,32,62
P0059,32,63
P0007,32,64
P1425,32,65
P0250,32,66
P1433,32,67
P0196,32,68
P0397,32,69
P1620,32,70
P1406,32,71
P1579,32,72
P1860,32,73
P0902,32,74
P1126,32,75
P1587,32,76
P1830,32,77
P0879,32,78
P1549,32,79
P0360,32,80
P0960,32,81
P1842,32,82
P0498,32,83
P1843,32,84
P0501,32,85
P0055,32,86
P0547,32,87
P1863,32,88
P0092,32,89
P0409,32,90
P1548,32,91
P0201,32,92
P0296,32,93
P0877,32,94
P0947,32,95
P0927,32,96
P0963,32,97
P1380,32,98
P0247,32,99
P1804,32,100
P1077,32,101
P0743,32,102
P1422,32,103
P1859,32,104
P1693,32,105
P1687,32,106
P1478,32,107
P0497,32,108
P0103,32,109
P0920,32,110
P0531,32,111
P0127,32,112
P0912,32,113
P1656,32,114
P0026,32,115
P1254,32,116
P1850,32,117
P0707,32,118
P1102,32,119
P0684,32,120
P1940,32,121
P0796,32,122
P1581,32,123
P1839,32,124
P1357,32,125
P0363,32,126
P1554,32,127
P1832,32,128
P1609,32,129
P1012,32,130
P0403,32,131
P1124,32,132
P0992,32,133
P1607,32,134
P1618,32,135
P0842,32,136
P1115,32,137
P0643,32,138
P0777,32,139
P1785,32,140
P0440,32,141
P0192,32,142
P0748,32,143
P0783,32,144
P1039,32,145
P1202,32,146
P1734,32,147
P0181,32,148
P0441,32,149
P0779,32,150
P1288,32,151
P0203,32,152
P0202,32,153
P0781,32,154
P1665,32,155
P0775,32,156
P1287,32,157
P0967,32,158
P1763,32,159
P1624,32,160
P0746,32,161
P1096,32,162
P0594,32,163
P1203,32,164
P0343,32,165
P0024,32,166
P0050,32,167
P0279,32,168
P1782,32,169
P0968,32,170
P0381,32,171
P0375,32,172
P1113,32,173
P1356,32,174
P0141,32,175
P1206,32,176
P1097,32,177
P0972,32,178
P0307,32,179
P0292,32,180
P1002,32,181
P0046,32,182
P1112,32,183
P0840,32,184
P1654,32,185
P0352,32,186
P0278,32,187
P0969,32,188
P1647,32,189
P1059,32,190
P0856,32,191
P0340,32,192
P1271,32,193
P0481,32,194
P1201,32,195
P0344,32,196
P0339,32,197
P0338,32,198
P1434,32,199
P1940,33,1
P1778,33,2
P1820,33,3
P1252,33,4
P0677,33,5
P1251,33,6
P1151,33,7
P1253,33,8
P1483,33,9
P1639,33,10
P1861,33,11
P1091,33,12
P1611,33,13
P1603,33,14
P1834,33,15
P0181,33,16
P0174,33,17
P0740,33,18
P1703,33,19
P0101,33,20
P0766,33,21
P1668,33,22
P1417,33,23
P0757,33,24
P0342,33,25
P1256,33,26
P0466,33,27
P1814,33,28
P0062,33,29
P0517,33,30
P1373,33,31
P0430,33,32
P0284,33,33
P1830,33,34
P1478,33,35
P0368,33,36
P0676,33,37
P0340,33,38
P0994,33,39
P1798,33,40
P1143,33,41
P0910,33,42
P1473,33,43
P0936,33,44
P0638,33,45
P0576,33,46
P1141,33,47
P0773,33,48
P1138,33,49
P1602,33,50
P1618,33,51
P1732,33,52
P1095,33,53
P0280,33,54
P1009,33,55
P1316,33,56
P1528,33,57
P1200,33,58
P0073,33,59
P0100,33,60
P1565,33,61
P0330,33,62
P1609,33,63
P1815,33,64
P1514,33,65
P0800,33,66
P0344,33,67
P0570,33,68
P1090,33,69
P1827,33,70
P0399,33,71
P0201,33,72
P1184,33,73
P1476,33,74
P0715,33,75
P0533,33,76
P1039,33,77
P1239,33,78
P0585,33,79
P0717,33,80
P0529,33,81
P1716,33,82
P0017,33,83
P0285,33,84
P0514,33,85
P0683,33,86
P1403,33,87
P0535,33,88
P0579,33,89
P1456,33,90
P0531,33,91
P0513,33,92
P1407,33,93
P1365,33,94
P0391,33,95
P0861,33,96
P1254,33,97
P1181,33,98
P1638,33,99
P0362,33,100
P0474,33,101
P0111,33,102
P1715,33,103
P0429,33,104
P1148,33,105
P0703,33,106
P0211,33,107
P0674,33,108
P0972,33,109
P1270,33,110
P0343,33,111
P1795,33,112
P0938,33,113
P0947,33,114
P1777,33,115
P1213,33,116
P0853,33,117
P0866,33,118
P1439,33,119
P1800,33,120
P0116,33,121
P1227,33,122
P1356,33,123
P1650,33,124
P0042,33,125
P1145,33,126
P1257,33,127
P0854,33,128
P1036,33,129
P0528,33,130
P1589,33,131
P0339,33,132
P0944,33,133
P0532,33,134
P0945,33,135
P0758,33,136
P1839,33,137
P0704,33,138
P1816,33,139
P0311,33,140
P0209,33,141
P1105,33,142
P0530,33,143
P1255,33,144
P0040,33,145
P0551,33,146
P1431,33,147
P0255,33,148
P1147,33,149
P0933,33,150
P1183,33,151
P1641,33,152
P0666,33,153
P0043,33,154
P0744,33,155
P1406,33,156
P0191,33,157
P1182,33,158
P0909,33,159
P1485,33,160
P0582,33,161
P1594,33,162
P1228,33,163
P0454,33,164
P0564,33,165
P1241,33,166
P0830,33,167
P1341,33,168
P0719,33,169
P0867,33,170
P1345,33,171
P1791,33,172
P1144,33,173
P0960,33,174
P1333,33,175
P1302,33,176
P1203,33,177
P0071,33,178
P0803,33,179
P0216,33,180
P0939,33,181
P1656,33,182
P1199,33,183
P0496,33,184
P0795,33,185
P1596,33,186
P1202,33,187
P0055,33,188
P0346,33,189
P0959,33,190
P0829,33,191
P0261,33,192
P0805,33,193
P0860,33,194
P0140,33,195
P1818,33,196
P0095,33,197
P0859,33,198
P1694,33,199
P1940,34,1
P1320,34,2
P0355,34,3
P1724,34,4
P0356,34,5
P1137,34,6
P0978,34,7
P1375,34,8
P0114,34,9
P1368,34,10
P1280,34,11
P0210,34,12
P0822,34,13
P1336,34,14
P1483,34,15
P0362,34,16
P1087,34,17
P0963,34,18
P1335,34,19
P1384,34,20
P1521,34,21
P1816,34,22
P1528,34,23
P1334,34,24
P0810,34,25
P1185,34,26
P1193,34,27
P0498,34,28
P1417,34,29
P1250,34,30
P0832,34,31
P0392,34,32
P1432,34,33
P0936,34,34
P1186,34,35
P0938,34,36
P0207,34,37
P1641,34,38
P0934,34,39
P1095,34,40
P1399,34,41
P1278,34,42
P0819,34,43
P0526,34,44
P0030,34,45
P0531,34,46
P0875,34,47
P1565,34,48
P0076,34,49
P1366,34,50
P0473,34,51
P0206,34,52
P0856,34,53
P0141,34,54
P1282,34,55
P0807,34,56
P1195,34,57
P0055,34,58
P1401,34,59
P0833,34,60
P0020,34,61
P0937,34,62
P1431,34,63
P0677,34,64
P1329,34,65
P1800,34,66
P0516,34,67
P0933,34,68
P1245,34,69
P1817,34,70
P1403,34,71
P0284,34,72
P0823,34,73
P1797,34,74
P1359,34,75
P1518,34,76
P1083,34,77
P1619,34,78
P1531,34,79
P1152,34,80
P1314,34,81
P0380,34,82
P0945,34,83
P0927,34,84
P1429,34,85
P1248,34,86
P1365,34,87
P1299,34,88
P0100,34,89
P1839,34,90
P1290,34,91
P1364,34,92
P1295,34,93
P0043,34,94
P1184,34,95
P1434,34,96
P1395,34,97
P0562,34,98
P0535,34,99
P1085,34,100
P1183,34,101
P0930,34,102
P1382,34,103
P1194,34,104
P1317,34,105
P0174,34,106
P1414,34,107
P0277,34,108
P0944,34,109
P1657,34,110
P1834,34,111
P1182,34,112
P1091,34,113
P1520,34,114
P0514,34,115
P0368,34,116
P0947,34,117
P1373,34,118
P0429,34,119
P1253,34,120
P1144,34,121
P1479,34,122
P0404,34,123
P1254,34,124
P1861,34,125
P0515,34,126
P0736,34,127
P0909,34,128
P0744,34,129
P0285,34,130
P0576,34,131
P0994,34,132
P0533,34,133
P1474,34,134
P0062,34,135
P1473,34,136
P0513,34,137
P1714,34,138
P1638,34,139
P1476,34,140
P0800,34,141
P1143,34,142
P0073,34,143
P1611,34,144
P1514,34,145
P0830,34,146
P1456,34,147
P1374,34,148
P1485,34,149
P1200,34,150
P1732,34,151
P1080,34,152
P1481,34,153
P1827,34,154
P0101,34,155
P1589,34,156
P0344,34,157
P1227,34,158
P0191,34,159
P0096,34,160
P1039,34,161
P0391,34,162
P1650,34,163
P0853,34,164
P0861,34,165
P0972,34,166
P1668,34,167
P1669,34,168
P0192,34,169
P1181,34,170
P0584,34,171
P1876,34,172
P0282,34,173
P1256,34,174
P1716,34,175
P1147,34,176
P1257,34,177
P0638,34,178
P0570,34,179
P0342,34,180
P1715,34,181
P0111,34,182
P0585,34,183
P1036,34,184
P1639,34,185
P0866,34,186
P0517,34,187
P0867,34,188
P1461,34,189
P0283,34,190
P0540,34,191
P0399,34,192
P0582,34,193
P0707,34,194
P1830,34,195
P0737,34,196
P1407,34,197
P1439,34,198
P1090,34,199
P0313,35,1
P0570,35,2
P0493,35,3
P1299,35,4
P1091,35,5
P0564,35,6
P1317,35,7
P0542,35,8
P1179,35,9
P1291,35,10
P1365,35,11
P1731,35,12
P0055,35,13
P0832,35,14
P0963,35,15
P0337,35,16
P1384,35,17
P0682,35,18
P1542,35,19
P0630,35,20
P0943,35,21
P0920,35,22
P0496,35,23
P1839,35,24
P0852,35,25
P1008,35,26
P1423,35,27
P0980,35,28
P0680,35,29
P1395,35,30
P1721,35,31
P1182,35,32
P0179,35,33
P0862,35,34
P1403,35,35
P0847,35,36
P1565,35,37
P0981,35,38
P1431,35,39
P1530,35,40
P0449,35,41
P0922,35,42
P1255,35,43
P0879,35,44
P0807,35,45
P1034,35,46
P0429,35,47
P1654,35,48
P1190,35,49
P0276,35,50
P0824,35,51
P1194,35,52
P0067,35,53
P1645,35,54
P0298,35,55
P1288,35,56
P0552,35,57
P0424,35,58
P0856,35,59
P1364,35,60
P0538,35,61
P0745,35,62
P0259,35,63
P0567,35,64
P1113,35,65
P0989,35,66
P0565,35,67
P1006,35,68
P1366,35,69
P1276,35,70
P1096,35,71
P0617,35,72
P0411,35,73
P1097,35,74
P1448,35,75
P1648,35,76
P0531,35,77
P0616,35,78
P0880,35,79
P0380,35,80
P1277,35,81
P1689,35,82
P1588,35,83
P1657,35,84
P0417,35,85
P1353,35,86
P1258,35,87
P0983,35,88
P1940,35,89
P0532,35,90
P0812,35,91
P0678,35,92
P1728,35,93
P0675,35,94
P0953,35,95
P1102,35,96
P0988,35,97
P1569,35,98
P0962,35,99
P1827,35,100
P0556,35,101
P1264,35,102
P1703,35,103
P0008,35,104
P1019,35,105
P0190,35,106
P1260,35,107
P0431,35,108
P1290,35,109
P0888,35,110
P1357,35,111
P1256,35,112
P0255,35,113
P1373,35,114
P1111,35,115
P0747,35,116
P0025,35,117
P0771,35,118
P1043,35,119
P1607,35,120
P1653,35,121
P0707,35,122
P1823,35,123
P1041,35,124
P0767,35,125
P0909,35,126
P0548,35,127
P0071,35,128
P1651,35,129
P1230,35,130
P0379,35,131
P1261,35,132
P0863,35,133
P1582,35,134
P0415,35,135
P1195,35,136
P1336,35,137
P1329,35,138
P0802,35,139
P0681,35,140
P0515,35,141
P0805,35,142
P0043,35,143
P1518,35,144
P0392,35,145
P0849,35,146
P1020,35,147
P1429,35,148
P0148,35,149
P0822,35,150
P0412,35,151
P0174,35,152
P0850,35,153
P0911,35,154
P0987,35,155
P0402,35,156
P0275,35,157
P1641,35,158
P1446,35,159
P0414,35,160
P1022,35,161
P0925,35,162
P0491,35,163
P0340,35,164
P1112,35,165
P1263,35,166
P0404,35,167
P0752,35,168
P0498,35,169
P1359,35,170
P0873,35,171
P1816,35,172
P1658,35,173
P0930,35,174
P1295,35,175
P0881,35,176
P0800,35,177
P1085,35,178
P1363,35,179
P1820,35,180
P0466,35,181
P0507,35,182
P1686,35,183
P0291,35,184
P1083,35,185
P0336,35,186
P0555,35,187
P0761,35,188
P1103,35,189
P0307,35,190
P0928,35,191
P1305,35,192
P1021,35,193
P0759,35,194
P1770,35,195
P1619,35,196
P0982,35,197
P0430,35,198
P1674,35,199
P0398,36,1
P1610,36,2
P1282,36,3
P0961,36,4
P0147,36,5
P1179,36,6
P1094,36,7
P0920,36,8
P0958,36,9
P0097,36,10
P1028,36,11
P1357,36,12
P0140,36,13
P0321,36,14
P1042,36,15
P0254,36,16
P0009,36,17
P0471,36,18
P0715,36,19
P0164,36,20
P1206,36,21
P0615,36,22
P0550,36,23
P1607,36,24
P0710,36,25
P0478,36,26
P1127,36,27
